TOP.66b3cf76.00081c5a	START
TOP.66c1fe41.000a8df7	hashes->hashlist_mode	5
TOP.66c1fe41.000a8df7	hashes->hashlist_format	0
TOP.66c1fe41.000a8df7	hashes->hashes_cnt	0
TOP.66c1fe41.000a8df7	hashes->digests_cnt	1
TOP.66c1fe41.000a8df7	hashes->digests_done_pot	0
TOP.66c1fe41.000a8df7	hashes->digests_done_zero	0
TOP.66c1fe41.000a8df7	hashes->digests_done	0
TOP.66c1fe41.000a8df7	hashes->salts_cnt	1
TOP.66c1fe41.000a8df7	hashes->salts_done	0
TOP.66c1fe41.000a8df7	SUB.66c1fe44.00071961	START
TOP.66c1fe41.000a8df7	SUB.66c1fe44.00071961	mask_ctx->mask	?1?1?1?1?1?1?1c
TOP.66c1fe41.000a8df7	SUB.66c1fe44.00071961	runtime_start	1723989573
TOP.66c1fe41.000a8df7	SUB.66c1fe44.00071961	runtime_stop	1723989576
TOP.66c1fe41.000a8df7	SUB.66c1fe44.00071961	hashes->digests_done_new	1
TOP.66c1fe41.000a8df7	SUB.66c1fe44.00071961	status-after-work	6
TOP.66c1fe41.000a8df7	SUB.66c1fe44.00071961	STOP
TOP.66c1fe41.000a8df7	proc_start	1723989569
TOP.66c1fe41.000a8df7	proc_stop	1723989578
TOP.66c1fe41.000a8df7	STOP
TOP.66c3be2e.00085c41	START
TOP.66c3be2e.00085c41	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66c3be2e.00085c41	folder_config->install_dir	.
TOP.66c3be2e.00085c41	folder_config->profile_dir	.
TOP.66c3be2e.00085c41	folder_config->session_dir	.
TOP.66c3be2e.00085c41	folder_config->shared_dir	.
TOP.66c3be2e.00085c41	user_options->custom_charset_1	?l?u?d
TOP.66c3be2e.00085c41	user_options->encoding_from	utf-8
TOP.66c3be2e.00085c41	user_options->encoding_to	utf-8
TOP.66c3be2e.00085c41	user_options->outfile	..\temp\225e2017-a343-49be-a1fe-315dbd251bd3_output.txt
TOP.66c3be2e.00085c41	user_options->rule_buf_l	:
TOP.66c3be2e.00085c41	user_options->rule_buf_r	:
TOP.66c3be2e.00085c41	user_options->session	hashcat
TOP.66c3be2e.00085c41	user_options->separator	:
TOP.66c3be2e.00085c41	user_options->limit	0
TOP.66c3be2e.00085c41	user_options->skip	0
TOP.66c3be2e.00085c41	user_options->attack_mode	3
TOP.66c3be2e.00085c41	user_options->benchmark	0
TOP.66c3be2e.00085c41	user_options->benchmark_all	0
TOP.66c3be2e.00085c41	user_options->bitmap_max	18
TOP.66c3be2e.00085c41	user_options->bitmap_min	16
TOP.66c3be2e.00085c41	user_options->debug_mode	0
TOP.66c3be2e.00085c41	user_options->hash_info	0
TOP.66c3be2e.00085c41	user_options->force	0
TOP.66c3be2e.00085c41	user_options->hwmon_disable	0
TOP.66c3be2e.00085c41	user_options->hwmon_temp_abort	90
TOP.66c3be2e.00085c41	user_options->hash_mode	0
TOP.66c3be2e.00085c41	user_options->hex_charset	0
TOP.66c3be2e.00085c41	user_options->hex_salt	0
TOP.66c3be2e.00085c41	user_options->hex_wordlist	0
TOP.66c3be2e.00085c41	user_options->hook_threads	4
TOP.66c3be2e.00085c41	user_options->identify	0
TOP.66c3be2e.00085c41	user_options->increment	1
TOP.66c3be2e.00085c41	user_options->increment_max	256
TOP.66c3be2e.00085c41	user_options->increment_min	1
TOP.66c3be2e.00085c41	user_options->keep_guessing	0
TOP.66c3be2e.00085c41	user_options->kernel_accel	0
TOP.66c3be2e.00085c41	user_options->kernel_loops	0
TOP.66c3be2e.00085c41	user_options->kernel_threads	0
TOP.66c3be2e.00085c41	user_options->keyspace	0
TOP.66c3be2e.00085c41	user_options->left	0
TOP.66c3be2e.00085c41	user_options->logfile_disable	0
TOP.66c3be2e.00085c41	user_options->loopback	0
TOP.66c3be2e.00085c41	user_options->machine_readable	0
TOP.66c3be2e.00085c41	user_options->markov_classic	0
TOP.66c3be2e.00085c41	user_options->markov_disable	0
TOP.66c3be2e.00085c41	user_options->markov_inverse	0
TOP.66c3be2e.00085c41	user_options->markov_threshold	256
TOP.66c3be2e.00085c41	user_options->multiply_accel_disable	0
TOP.66c3be2e.00085c41	user_options->backend_info	0
TOP.66c3be2e.00085c41	user_options->backend_vector_width	0
TOP.66c3be2e.00085c41	user_options->optimized_kernel_enable	0
TOP.66c3be2e.00085c41	user_options->outfile_autohex	1
TOP.66c3be2e.00085c41	user_options->outfile_check_timer	5
TOP.66c3be2e.00085c41	user_options->outfile_format	3
TOP.66c3be2e.00085c41	user_options->wordlist_autohex_disable	0
TOP.66c3be2e.00085c41	user_options->potfile_disable	0
TOP.66c3be2e.00085c41	user_options->progress_only	0
TOP.66c3be2e.00085c41	user_options->quiet	0
TOP.66c3be2e.00085c41	user_options->remove	0
TOP.66c3be2e.00085c41	user_options->remove_timer	60
TOP.66c3be2e.00085c41	user_options->restore	0
TOP.66c3be2e.00085c41	user_options->restore_disable	0
TOP.66c3be2e.00085c41	user_options->restore_timer	1
TOP.66c3be2e.00085c41	user_options->rp_files_cnt	0
TOP.66c3be2e.00085c41	user_options->rp_gen	0
TOP.66c3be2e.00085c41	user_options->rp_gen_func_max	4
TOP.66c3be2e.00085c41	user_options->rp_gen_func_min	1
TOP.66c3be2e.00085c41	user_options->rp_gen_seed	0
TOP.66c3be2e.00085c41	user_options->runtime	0
TOP.66c3be2e.00085c41	user_options->scrypt_tmto	0
TOP.66c3be2e.00085c41	user_options->segment_size	33554432
TOP.66c3be2e.00085c41	user_options->self_test_disable	0
TOP.66c3be2e.00085c41	user_options->slow_candidates	0
TOP.66c3be2e.00085c41	user_options->show	0
TOP.66c3be2e.00085c41	user_options->speed_only	0
TOP.66c3be2e.00085c41	user_options->spin_damp	0
TOP.66c3be2e.00085c41	user_options->status	0
TOP.66c3be2e.00085c41	user_options->status_json	0
TOP.66c3be2e.00085c41	user_options->status_timer	10
TOP.66c3be2e.00085c41	user_options->stdout_flag	0
TOP.66c3be2e.00085c41	user_options->usage	0
TOP.66c3be2e.00085c41	user_options->username	0
TOP.66c3be2e.00085c41	user_options->veracrypt_pim_start	485
TOP.66c3be2e.00085c41	user_options->veracrypt_pim_stop	485
TOP.66c3be2e.00085c41	user_options->version	0
TOP.66c3be2e.00085c41	user_options->workload_profile	2
TOP.66c3be2e.00085c41	user_options->brain_client	0
TOP.66c3be2e.00085c41	user_options->brain_client_features	2
TOP.66c3be2e.00085c41	user_options->brain_server	0
TOP.66c3be2e.00085c41	user_options->brain_server_timer	300
TOP.66c3be2e.00085c41	user_options->brain_port	6863
TOP.66c3be2e.00085c41	user_options->brain_session	0
TOP.66c3be2e.00085c41	hashes->hashfile	..\temp\225e2017-a343-49be-a1fe-315dbd251bd3_hash.txt
TOP.66c3be2e.00085c41	hashes->hashlist_mode	5
TOP.66c3be2e.00085c41	hashes->hashlist_format	0
TOP.66c3be2e.00085c41	hashes->hashes_cnt	0
TOP.66c3be2e.00085c41	hashes->digests_cnt	1
TOP.66c3be2e.00085c41	hashes->digests_done_pot	0
TOP.66c3be2e.00085c41	hashes->digests_done_zero	0
TOP.66c3be2e.00085c41	hashes->digests_done	0
TOP.66c3be2e.00085c41	hashes->salts_cnt	1
TOP.66c3be2e.00085c41	hashes->salts_done	0
TOP.66c3be2e.00085c41	SUB.66c3be33.0002b0cd	START
TOP.66c3be2e.00085c41	SUB.66c3be33.0002b0cd	mask_ctx->mask	?1
TOP.66c3be2e.00085c41	SUB.66c3be33.0002b0cd	runtime_start	1724104251
TOP.66c3be2e.00085c41	SUB.66c3be33.0002b0cd	runtime_stop	1724104251
TOP.66c3be2e.00085c41	SUB.66c3be33.0002b0cd	hashes->digests_done_new	0
TOP.66c3be2e.00085c41	SUB.66c3be33.0002b0cd	status-after-work	5
TOP.66c3be2e.00085c41	SUB.66c3be33.0002b0cd	STOP
TOP.66c3be2e.00085c41	SUB.66c3be3b.00076310	START
TOP.66c3c2c6.000e7653	START
TOP.66c3c2c6.000e7653	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66c3c2c6.000e7653	folder_config->install_dir	.
TOP.66c3c2c6.000e7653	folder_config->profile_dir	.
TOP.66c3c2c6.000e7653	folder_config->session_dir	.
TOP.66c3c2c6.000e7653	folder_config->shared_dir	.
TOP.66c3c2c6.000e7653	user_options->custom_charset_1	?l?u?d
TOP.66c3c2c6.000e7653	user_options->encoding_from	utf-8
TOP.66c3c2c6.000e7653	user_options->encoding_to	utf-8
TOP.66c3c2c6.000e7653	user_options->outfile	..\temp\225e2017-a343-49be-a1fe-315dbd251bd3_output.txt
TOP.66c3c2c6.000e7653	user_options->rule_buf_l	:
TOP.66c3c2c6.000e7653	user_options->rule_buf_r	:
TOP.66c3c2c6.000e7653	user_options->session	hashcat
TOP.66c3c2c6.000e7653	user_options->separator	:
TOP.66c3c2c6.000e7653	user_options->limit	0
TOP.66c3c2c6.000e7653	user_options->skip	0
TOP.66c3c2c6.000e7653	user_options->attack_mode	3
TOP.66c3c2c6.000e7653	user_options->benchmark	0
TOP.66c3c2c6.000e7653	user_options->benchmark_all	0
TOP.66c3c2c6.000e7653	user_options->bitmap_max	18
TOP.66c3c2c6.000e7653	user_options->bitmap_min	16
TOP.66c3c2c6.000e7653	user_options->debug_mode	0
TOP.66c3c2c6.000e7653	user_options->hash_info	0
TOP.66c3c2c6.000e7653	user_options->force	0
TOP.66c3c2c6.000e7653	user_options->hwmon_disable	0
TOP.66c3c2c6.000e7653	user_options->hwmon_temp_abort	90
TOP.66c3c2c6.000e7653	user_options->hash_mode	0
TOP.66c3c2c6.000e7653	user_options->hex_charset	0
TOP.66c3c2c6.000e7653	user_options->hex_salt	0
TOP.66c3c2c6.000e7653	user_options->hex_wordlist	0
TOP.66c3c2c6.000e7653	user_options->hook_threads	4
TOP.66c3c2c6.000e7653	user_options->identify	0
TOP.66c3c2c6.000e7653	user_options->increment	1
TOP.66c3c2c6.000e7653	user_options->increment_max	256
TOP.66c3c2c6.000e7653	user_options->increment_min	1
TOP.66c3c2c6.000e7653	user_options->keep_guessing	0
TOP.66c3c2c6.000e7653	user_options->kernel_accel	0
TOP.66c3c2c6.000e7653	user_options->kernel_loops	0
TOP.66c3c2c6.000e7653	user_options->kernel_threads	0
TOP.66c3c2c6.000e7653	user_options->keyspace	0
TOP.66c3c2c6.000e7653	user_options->left	0
TOP.66c3c2c6.000e7653	user_options->logfile_disable	0
TOP.66c3c2c6.000e7653	user_options->loopback	0
TOP.66c3c2c6.000e7653	user_options->machine_readable	0
TOP.66c3c2c6.000e7653	user_options->markov_classic	0
TOP.66c3c2c6.000e7653	user_options->markov_disable	0
TOP.66c3c2c6.000e7653	user_options->markov_inverse	0
TOP.66c3c2c6.000e7653	user_options->markov_threshold	256
TOP.66c3c2c6.000e7653	user_options->multiply_accel_disable	0
TOP.66c3c2c6.000e7653	user_options->backend_info	0
TOP.66c3c2c6.000e7653	user_options->backend_vector_width	0
TOP.66c3c2c6.000e7653	user_options->optimized_kernel_enable	0
TOP.66c3c2c6.000e7653	user_options->outfile_autohex	1
TOP.66c3c2c6.000e7653	user_options->outfile_check_timer	5
TOP.66c3c2c6.000e7653	user_options->outfile_format	3
TOP.66c3c2c6.000e7653	user_options->wordlist_autohex_disable	0
TOP.66c3c2c6.000e7653	user_options->potfile_disable	0
TOP.66c3c2c6.000e7653	user_options->progress_only	0
TOP.66c3c2c6.000e7653	user_options->quiet	0
TOP.66c3c2c6.000e7653	user_options->remove	0
TOP.66c3c2c6.000e7653	user_options->remove_timer	60
TOP.66c3c2c6.000e7653	user_options->restore	0
TOP.66c3c2c6.000e7653	user_options->restore_disable	0
TOP.66c3c2c6.000e7653	user_options->restore_timer	1
TOP.66c3c2c6.000e7653	user_options->rp_files_cnt	0
TOP.66c3c2c6.000e7653	user_options->rp_gen	0
TOP.66c3c2c6.000e7653	user_options->rp_gen_func_max	4
TOP.66c3c2c6.000e7653	user_options->rp_gen_func_min	1
TOP.66c3c2c6.000e7653	user_options->rp_gen_seed	0
TOP.66c3c2c6.000e7653	user_options->runtime	0
TOP.66c3c2c6.000e7653	user_options->scrypt_tmto	0
TOP.66c3c2c6.000e7653	user_options->segment_size	33554432
TOP.66c3c2c6.000e7653	user_options->self_test_disable	0
TOP.66c3c2c6.000e7653	user_options->slow_candidates	0
TOP.66c3c2c6.000e7653	user_options->show	0
TOP.66c3c2c6.000e7653	user_options->speed_only	0
TOP.66c3c2c6.000e7653	user_options->spin_damp	0
TOP.66c3c2c6.000e7653	user_options->status	0
TOP.66c3c2c6.000e7653	user_options->status_json	0
TOP.66c3c2c6.000e7653	user_options->status_timer	10
TOP.66c3c2c6.000e7653	user_options->stdout_flag	0
TOP.66c3c2c6.000e7653	user_options->usage	0
TOP.66c3c2c6.000e7653	user_options->username	0
TOP.66c3c2c6.000e7653	user_options->veracrypt_pim_start	485
TOP.66c3c2c6.000e7653	user_options->veracrypt_pim_stop	485
TOP.66c3c2c6.000e7653	user_options->version	0
TOP.66c3c2c6.000e7653	user_options->workload_profile	2
TOP.66c3c2c6.000e7653	user_options->brain_client	0
TOP.66c3c2c6.000e7653	user_options->brain_client_features	2
TOP.66c3c2c6.000e7653	user_options->brain_server	0
TOP.66c3c2c6.000e7653	user_options->brain_server_timer	300
TOP.66c3c2c6.000e7653	user_options->brain_port	6863
TOP.66c3c2c6.000e7653	user_options->brain_session	0
TOP.66c3c2c6.000e7653	hashes->hashfile	..\temp\225e2017-a343-49be-a1fe-315dbd251bd3_hash.txt
TOP.66c3c2c6.000e7653	hashes->hashlist_mode	5
TOP.66c3c2c6.000e7653	hashes->hashlist_format	0
TOP.66c3c2c6.000e7653	hashes->hashes_cnt	0
TOP.66c3c2c6.000e7653	hashes->digests_cnt	1
TOP.66c3c2c6.000e7653	hashes->digests_done_pot	0
TOP.66c3c2c6.000e7653	hashes->digests_done_zero	0
TOP.66c3c2c6.000e7653	hashes->digests_done	0
TOP.66c3c2c6.000e7653	hashes->salts_cnt	1
TOP.66c3c2c6.000e7653	hashes->salts_done	0
TOP.66c3c2c6.000e7653	SUB.66c3c2c8.000c3e58	START
TOP.66c3c2c6.000e7653	SUB.66c3c2c8.000c3e58	mask_ctx->mask	?1
TOP.66c3c2c6.000e7653	SUB.66c3c2c8.000c3e58	runtime_start	1724105421
TOP.66c3c2c6.000e7653	SUB.66c3c2c8.000c3e58	runtime_stop	1724105421
TOP.66c3c2c6.000e7653	SUB.66c3c2c8.000c3e58	hashes->digests_done_new	0
TOP.66c3c2c6.000e7653	SUB.66c3c2c8.000c3e58	status-after-work	5
TOP.66c3c2c6.000e7653	SUB.66c3c2c8.000c3e58	STOP
TOP.66c3c2c6.000e7653	SUB.66c3c2cd.00080c2b	START
TOP.66c3c2c6.000e7653	SUB.66c3c2cd.00080c2b	mask_ctx->mask	?1?1
TOP.66c3c2c6.000e7653	SUB.66c3c2cd.00080c2b	runtime_start	1724105422
TOP.66c3c2c6.000e7653	SUB.66c3c2cd.00080c2b	runtime_stop	1724105422
TOP.66c3c2c6.000e7653	SUB.66c3c2cd.00080c2b	hashes->digests_done_new	0
TOP.66c3c2c6.000e7653	SUB.66c3c2cd.00080c2b	status-after-work	5
TOP.66c3c2c6.000e7653	SUB.66c3c2cd.00080c2b	STOP
TOP.66c3c2c6.000e7653	SUB.66c3c2ce.000a0a5d	START
TOP.66c3c2c6.000e7653	SUB.66c3c2ce.000a0a5d	mask_ctx->mask	?1?1?1
TOP.66c3c2c6.000e7653	SUB.66c3c2ce.000a0a5d	runtime_start	1724105423
TOP.66c3c2c6.000e7653	SUB.66c3c2ce.000a0a5d	runtime_stop	1724105423
TOP.66c3c2c6.000e7653	SUB.66c3c2ce.000a0a5d	hashes->digests_done_new	0
TOP.66c3c2c6.000e7653	SUB.66c3c2ce.000a0a5d	status-after-work	5
TOP.66c3c2c6.000e7653	SUB.66c3c2ce.000a0a5d	STOP
TOP.66c3c2c6.000e7653	SUB.66c3c2cf.0005cfad	START
TOP.66c3c2c6.000e7653	SUB.66c3c2cf.0005cfad	mask_ctx->mask	?1?1?1?1
TOP.66c3c2c6.000e7653	SUB.66c3c2cf.0005cfad	runtime_start	1724105424
TOP.66c3c2c6.000e7653	SUB.66c3c2cf.0005cfad	runtime_stop	1724105424
TOP.66c3c2c6.000e7653	SUB.66c3c2cf.0005cfad	hashes->digests_done_new	1
TOP.66c3c2c6.000e7653	SUB.66c3c2cf.0005cfad	status-after-work	6
TOP.66c3c2c6.000e7653	SUB.66c3c2cf.0005cfad	STOP
TOP.66c3c2c6.000e7653	proc_start	1724105414
TOP.66c3c2c6.000e7653	proc_stop	1724105427
TOP.66c3c2c6.000e7653	STOP
TOP.66cb5d40.000d429c	START
TOP.66cb5d40.000d429c	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66cb5d40.000d429c	folder_config->install_dir	.
TOP.66cb5d40.000d429c	folder_config->profile_dir	.
TOP.66cb5d40.000d429c	folder_config->session_dir	.
TOP.66cb5d40.000d429c	folder_config->shared_dir	.
TOP.66cb5d40.000d429c	user_options->custom_charset_1	?l?u?d
TOP.66cb5d40.000d429c	user_options->custom_charset_2	aeimquyCGKOSW048
TOP.66cb5d40.000d429c	user_options->encoding_from	utf-8
TOP.66cb5d40.000d429c	user_options->encoding_to	utf-8
TOP.66cb5d40.000d429c	user_options->outfile	..\temp\f7bdfaa1-743a-44b7-b5f6-838fef0ad7ba_output.txt
TOP.66cb5d40.000d429c	user_options->rule_buf_l	:
TOP.66cb5d40.000d429c	user_options->rule_buf_r	:
TOP.66cb5d40.000d429c	user_options->session	hashcat
TOP.66cb5d40.000d429c	user_options->separator	:
TOP.66cb5d40.000d429c	user_options->limit	0
TOP.66cb5d40.000d429c	user_options->skip	0
TOP.66cb5d40.000d429c	user_options->attack_mode	3
TOP.66cb5d40.000d429c	user_options->benchmark	0
TOP.66cb5d40.000d429c	user_options->benchmark_all	0
TOP.66cb5d40.000d429c	user_options->bitmap_max	18
TOP.66cb5d40.000d429c	user_options->bitmap_min	16
TOP.66cb5d40.000d429c	user_options->debug_mode	0
TOP.66cb5d40.000d429c	user_options->hash_info	0
TOP.66cb5d40.000d429c	user_options->force	0
TOP.66cb5d40.000d429c	user_options->hwmon_disable	0
TOP.66cb5d40.000d429c	user_options->hwmon_temp_abort	90
TOP.66cb5d40.000d429c	user_options->hash_mode	0
TOP.66cb5d40.000d429c	user_options->hex_charset	0
TOP.66cb5d40.000d429c	user_options->hex_salt	0
TOP.66cb5d40.000d429c	user_options->hex_wordlist	0
TOP.66cb5d40.000d429c	user_options->hook_threads	4
TOP.66cb5d40.000d429c	user_options->identify	0
TOP.66cb5d40.000d429c	user_options->increment	1
TOP.66cb5d40.000d429c	user_options->increment_max	256
TOP.66cb5d40.000d429c	user_options->increment_min	1
TOP.66cb5d40.000d429c	user_options->keep_guessing	0
TOP.66cb5d40.000d429c	user_options->kernel_accel	0
TOP.66cb5d40.000d429c	user_options->kernel_loops	0
TOP.66cb5d40.000d429c	user_options->kernel_threads	0
TOP.66cb5d40.000d429c	user_options->keyspace	0
TOP.66cb5d40.000d429c	user_options->left	0
TOP.66cb5d40.000d429c	user_options->logfile_disable	0
TOP.66cb5d40.000d429c	user_options->loopback	0
TOP.66cb5d40.000d429c	user_options->machine_readable	0
TOP.66cb5d40.000d429c	user_options->markov_classic	0
TOP.66cb5d40.000d429c	user_options->markov_disable	0
TOP.66cb5d40.000d429c	user_options->markov_inverse	0
TOP.66cb5d40.000d429c	user_options->markov_threshold	256
TOP.66cb5d40.000d429c	user_options->multiply_accel_disable	0
TOP.66cb5d40.000d429c	user_options->backend_info	0
TOP.66cb5d40.000d429c	user_options->backend_vector_width	0
TOP.66cb5d40.000d429c	user_options->optimized_kernel_enable	0
TOP.66cb5d40.000d429c	user_options->outfile_autohex	1
TOP.66cb5d40.000d429c	user_options->outfile_check_timer	5
TOP.66cb5d40.000d429c	user_options->outfile_format	3
TOP.66cb5d40.000d429c	user_options->wordlist_autohex_disable	0
TOP.66cb5d40.000d429c	user_options->potfile_disable	0
TOP.66cb5d40.000d429c	user_options->progress_only	0
TOP.66cb5d40.000d429c	user_options->quiet	0
TOP.66cb5d40.000d429c	user_options->remove	0
TOP.66cb5d40.000d429c	user_options->remove_timer	60
TOP.66cb5d40.000d429c	user_options->restore	0
TOP.66cb5d40.000d429c	user_options->restore_disable	0
TOP.66cb5d40.000d429c	user_options->restore_timer	1
TOP.66cb5d40.000d429c	user_options->rp_files_cnt	0
TOP.66cb5d40.000d429c	user_options->rp_gen	0
TOP.66cb5d40.000d429c	user_options->rp_gen_func_max	4
TOP.66cb5d40.000d429c	user_options->rp_gen_func_min	1
TOP.66cb5d40.000d429c	user_options->rp_gen_seed	0
TOP.66cb5d40.000d429c	user_options->runtime	0
TOP.66cb5d40.000d429c	user_options->scrypt_tmto	0
TOP.66cb5d40.000d429c	user_options->segment_size	33554432
TOP.66cb5d40.000d429c	user_options->self_test_disable	0
TOP.66cb5d40.000d429c	user_options->slow_candidates	0
TOP.66cb5d40.000d429c	user_options->show	0
TOP.66cb5d40.000d429c	user_options->speed_only	0
TOP.66cb5d40.000d429c	user_options->spin_damp	0
TOP.66cb5d40.000d429c	user_options->status	0
TOP.66cb5d40.000d429c	user_options->status_json	0
TOP.66cb5d40.000d429c	user_options->status_timer	10
TOP.66cb5d40.000d429c	user_options->stdout_flag	0
TOP.66cb5d40.000d429c	user_options->usage	0
TOP.66cb5d40.000d429c	user_options->username	0
TOP.66cb5d40.000d429c	user_options->veracrypt_pim_start	485
TOP.66cb5d40.000d429c	user_options->veracrypt_pim_stop	485
TOP.66cb5d40.000d429c	user_options->version	0
TOP.66cb5d40.000d429c	user_options->workload_profile	2
TOP.66cb5d40.000d429c	user_options->brain_client	0
TOP.66cb5d40.000d429c	user_options->brain_client_features	2
TOP.66cb5d40.000d429c	user_options->brain_server	0
TOP.66cb5d40.000d429c	user_options->brain_server_timer	300
TOP.66cb5d40.000d429c	user_options->brain_port	6863
TOP.66cb5d40.000d429c	user_options->brain_session	0
TOP.66cb5d40.000d429c	hashes->hashfile	..\temp\f7bdfaa1-743a-44b7-b5f6-838fef0ad7ba_hash.txt
TOP.66cb5d40.000d429c	hashes->hashlist_mode	5
TOP.66cb5d40.000d429c	hashes->hashlist_format	0
TOP.66cb5d40.000d429c	hashes->hashes_cnt	0
TOP.66cb5d40.000d429c	hashes->digests_cnt	1
TOP.66cb5d40.000d429c	hashes->digests_done_pot	0
TOP.66cb5d40.000d429c	hashes->digests_done_zero	0
TOP.66cb5d40.000d429c	hashes->digests_done	0
TOP.66cb5d40.000d429c	hashes->salts_cnt	1
TOP.66cb5d40.000d429c	hashes->salts_done	0
TOP.66cb5d40.000d429c	SUB.66cb5d49.000def57	START
TOP.66cb5d40.000d429c	SUB.66cb5d49.000def57	mask_ctx->mask	?1
TOP.66cb5d40.000d429c	SUB.66cb5d49.000def57	runtime_start	1724603731
TOP.66cb5d40.000d429c	SUB.66cb5d49.000def57	runtime_stop	1724603731
TOP.66cb5d40.000d429c	SUB.66cb5d49.000def57	hashes->digests_done_new	0
TOP.66cb5d40.000d429c	SUB.66cb5d49.000def57	status-after-work	5
TOP.66cb5d40.000d429c	SUB.66cb5d49.000def57	STOP
TOP.66cb5d40.000d429c	SUB.66cb5d53.0004bb29	START
TOP.66cb5d40.000d429c	SUB.66cb5d53.0004bb29	mask_ctx->mask	?1?1
TOP.66cb5d40.000d429c	SUB.66cb5d53.0004bb29	runtime_start	1724603734
TOP.66cb5d40.000d429c	SUB.66cb5d53.0004bb29	runtime_stop	1724603734
TOP.66cb5d40.000d429c	SUB.66cb5d53.0004bb29	hashes->digests_done_new	0
TOP.66cb5d40.000d429c	SUB.66cb5d53.0004bb29	status-after-work	5
TOP.66cb5d40.000d429c	SUB.66cb5d53.0004bb29	STOP
TOP.66cb5d40.000d429c	SUB.66cb5d56.00062f7a	START
TOP.66cb5d40.000d429c	SUB.66cb5d56.00062f7a	mask_ctx->mask	?1?1?1
TOP.66cb5d40.000d429c	SUB.66cb5d56.00062f7a	runtime_start	1724603737
TOP.66cb5d40.000d429c	SUB.66cb5d56.00062f7a	runtime_stop	1724603737
TOP.66cb5d40.000d429c	SUB.66cb5d56.00062f7a	hashes->digests_done_new	0
TOP.66cb5d40.000d429c	SUB.66cb5d56.00062f7a	status-after-work	5
TOP.66cb5d40.000d429c	SUB.66cb5d56.00062f7a	STOP
TOP.66cb5d40.000d429c	SUB.66cb5d59.00049a98	START
TOP.66cb5d40.000d429c	SUB.66cb5d59.00049a98	mask_ctx->mask	?1?1?1?1
TOP.66cb5d40.000d429c	SUB.66cb5d59.00049a98	runtime_start	1724603739
TOP.66cb5d40.000d429c	SUB.66cb5d59.00049a98	runtime_stop	1724603739
TOP.66cb5d40.000d429c	SUB.66cb5d59.00049a98	hashes->digests_done_new	0
TOP.66cb5d40.000d429c	SUB.66cb5d59.00049a98	status-after-work	5
TOP.66cb5d40.000d429c	SUB.66cb5d59.00049a98	STOP
TOP.66cb5d40.000d429c	SUB.66cb5d5c.00008caf	START
TOP.66cb5d40.000d429c	SUB.66cb5d5c.00008caf	mask_ctx->mask	?1?1?1?1?1
TOP.66cb5d40.000d429c	SUB.66cb5d5c.00008caf	runtime_start	1724603741
TOP.66cb5d40.000d429c	SUB.66cb5d5c.00008caf	runtime_stop	1724603745
TOP.66cb5d40.000d429c	SUB.66cb5d5c.00008caf	hashes->digests_done_new	0
TOP.66cb5d40.000d429c	SUB.66cb5d5c.00008caf	status-after-work	5
TOP.66cb5d40.000d429c	SUB.66cb5d5c.00008caf	STOP
TOP.66cb5d40.000d429c	proc_start	1724603712
TOP.66cb5d40.000d429c	proc_stop	1724603748
TOP.66cb5d40.000d429c	STOP
TOP.66cb5d71.000810ae	START
TOP.66cb5d71.000810ae	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66cb5d71.000810ae	folder_config->install_dir	.
TOP.66cb5d71.000810ae	folder_config->profile_dir	.
TOP.66cb5d71.000810ae	folder_config->session_dir	.
TOP.66cb5d71.000810ae	folder_config->shared_dir	.
TOP.66cb5d71.000810ae	user_options->custom_charset_1	?l?u?d
TOP.66cb5d71.000810ae	user_options->custom_charset_2	aeimquyCGKOSW048
TOP.66cb5d71.000810ae	user_options->encoding_from	utf-8
TOP.66cb5d71.000810ae	user_options->encoding_to	utf-8
TOP.66cb5d71.000810ae	user_options->outfile	..\temp\f7bdfaa1-743a-44b7-b5f6-838fef0ad7ba_output.txt
TOP.66cb5d71.000810ae	user_options->rule_buf_l	:
TOP.66cb5d71.000810ae	user_options->rule_buf_r	:
TOP.66cb5d71.000810ae	user_options->session	hashcat
TOP.66cb5d71.000810ae	user_options->separator	:
TOP.66cb5d71.000810ae	user_options->limit	0
TOP.66cb5d71.000810ae	user_options->skip	0
TOP.66cb5d71.000810ae	user_options->attack_mode	3
TOP.66cb5d71.000810ae	user_options->benchmark	0
TOP.66cb5d71.000810ae	user_options->benchmark_all	0
TOP.66cb5d71.000810ae	user_options->bitmap_max	18
TOP.66cb5d71.000810ae	user_options->bitmap_min	16
TOP.66cb5d71.000810ae	user_options->debug_mode	0
TOP.66cb5d71.000810ae	user_options->hash_info	0
TOP.66cb5d71.000810ae	user_options->force	0
TOP.66cb5d71.000810ae	user_options->hwmon_disable	0
TOP.66cb5d71.000810ae	user_options->hwmon_temp_abort	90
